user_url,username,current_school,user_major,hometown,gender,ethnicity,English_FL,Admission,class_of,first_gen,accepted_schools,waitlisted_schools,rejected_schools,legacy,GPA_measure,GPA,rank,num_of_Essays,num_of_Scores,num_of_Advice,num_of_ECs,num_of_Sports,num_of_schools,SAT,ACT
https://www.admitsee.com/profile-detail/373977,"vzjump,",Yale,"B.A., Political Science and Government","
Lexington, Massachusetts",Female,Asian,,,2021,No,"Yale, Emory, UC Berkeley, UCLA, USC",N/A,N/A,No,,"3.85
GPA",,"14
Essays","12
Scores","3
Advice","11
ECs","1
Sports","5
Schools","1560
SAT","36
ACT"
https://www.admitsee.com/profile-detail/366389,"MohammadS,",Yale,"B.S., Cognitive Science","
Jamaica, New York",Male,Asian,,,2022,No,"Yale, BC, Stony Brook",Cornell,"Harvard, Columbia",No,,"4.30
GPA",,"4
Essays","5
Scores","3
Advice","5
ECs","1
Sports","6
Schools","1480
SAT",
https://www.admitsee.com/profile-detail/271609,"madams,",Princeton,"B.S., Chemical Engineering","
Allen, Texas",Male,Asian,,,2021,No,"Princeton, UT Austin, Rice, MIT, Dartmouth, Yale, UC Berkeley, Columbia",N/A,Brown,No,,"5.00
GPA",,"2
Essays","7
Scores","6
Advice","0
ECs","1
Sports","9
Schools",,"36
ACT"
https://www.admitsee.com/profile-detail/232167,"yale2021a,",Yale,"B.S., Chemical Engineering","
Beaver, Pennsylvania",Male,White Non-Hispanic,,,2021,No,"Yale, UPenn, CMU, Duke, Vanderbilt, Minerva , Colby, UNC",N/A,N/A,No,,"4.50
GPA",,"14
Essays","20
Scores","3
Advice","6
ECs","2
Sports","8
Schools","1540
SAT","36
ACT"
https://www.admitsee.com/profile-detail/227096,"PtonPhysicsGir,",Princeton,"B.A., Physics","
Claremont, California",Female,Asian,No,Early Action,2021,,"Princeton, Yale, Yale-NUS, MIT, UC Berkeley, UCLA, UCSD, UCSB",Harvard,N/A,No,,"4.50
GPA",,"4
Essays","24
Scores","4
Advice","10
ECs","0
Sports","9
Schools","1520
SAT","36
ACT"
https://www.admitsee.com/profile-detail/195348,"aao1997,",Yale,"B.A., Economics, Mathematics","
Crystal Lake, Illinois",Male,White Non-Hispanic,Yes,Early Action,2020,,"Yale, Notre Dame, CMU, USC, UMich, Illinois, Indiana","Princeton, Northwestern",N/A,No,,"3.98
GPA",,"3
Essays","13
Scores","2
Advice","5
ECs","0
Sports","9
Schools","1550
SAT","35
ACT"
https://www.admitsee.com/profile-detail/179321,"britishguy,",Stanford,"B.S., Computer Science","
Stratford-upon-Avon, United Kingdom",Male,Asian,Yes,Regular Decision,2019,No,"Stanford, Yale, Princeton, Yale-NUS, Duke, UChicago",N/A,"Harvard, Cornell, Brown, Dartmouth, UPenn",No,,"4.00
GPA",,"3
Essays","8
Scores","8
Advice","3
ECs","0
Sports","11
Schools","1540
SAT",
https://www.admitsee.com/profile-detail/106948,"adrianne.o,",Yale,"B.A., International Studies","
Little Rock, Arkansas",Female,White Non-Hispanic,Yes,Regular Decision,2020,No,"Yale, Brown, Columbia, UPenn, BC, Wellesley, UVA","Princeton, Stanford","Harvard, Georgetown",No,,"4.42
GPA",,"4
Essays","16
Scores","2
Advice","6
ECs","1
Sports","11
Schools","1490
SAT","34
ACT"
https://www.admitsee.com/profile-detail/71799,"littlegreentre,",Stanford,"B.A., Psychology","
Baku, California, Azerbaijan",Female,White Non-Hispanic,Yes,Regular Decision,2019,No,"Stanford, Cambridge, Princeton, Yale, Brown, UPenn, Columbia, UC Berkeley, UCLA, Swarthmore, Barnard, Wellesley, Duke, NYU, BU",Harvard,N/A,No,,"4.48
GPA",,"8
Essays","8
Scores","6
Advice","7
ECs","1
Sports","16
Schools","1570
SAT",
https://www.admitsee.com/profile-detail/71345,"jessicagmei,",Columbia,"B.S., Political Science and Government, Economics","
New York City, New York",Female,Asian,,,2020,Yes,"Columbia, Yale, Macaulay Honors",UPenn,N/A,No,,"4.00
GPA",,"4
Essays","10
Scores","4
Advice","6
ECs","0
Sports","4
Schools","1510
SAT",
https://www.admitsee.com/profile-detail/67690,"jonjonlai,",Yale,"B.S., Mechanical Engineering","
Arcadia, California",Male,Asian,No,"Early Action, Recruited for Sport",2017,,Yale,N/A,N/A,No,,"4.20
GPA",,"3
Essays","8
Scores","5
Advice","1
ECs","1
Sports","1
Schools","1500
SAT","33
ACT"
https://www.admitsee.com/profile-detail/64776,"tle189,",Yale,"B.A., Political Science and Government","
San Antonio, Texas",Female,Asian,Yes,Regular Decision,2019,Yes,"Yale, Swarthmore, Amherst, UT Austin","Brown, Harvard",Northwestern,No,,"5.00
GPA",,"3
Essays","15
Scores","6
Advice","2
ECs","1
Sports","7
Schools","1500
SAT","32
ACT"
https://www.admitsee.com/profile-detail/50082,"starlysantos,",Columbia,"B.A., Economics","
Ft. Lauderdale, Florida",Female,Hispanic,Yes,Early Decision,2018,,"Columbia, Northwestern, BU, Vanderbilt, Princeton, Florida, Yale",N/A,N/A,No,,"3.70
GPA",,"4
Essays","14
Scores","5
Advice","7
ECs","0
Sports","7
Schools","1510
SAT",
https://www.admitsee.com/profile-detail/49941,"tiger2015,",Princeton,"B.A., Economics","
Princeton Junction, New Jersey",Female,Asian,Yes,Regular Decision,2015,,"Princeton, Yale, MIT, UCLA, UC Berkeley, Rutgers, Dartmouth",N/A,"Harvard, Stanford",No,,"4.43
GPA",,"3
Essays","8
Scores","10
Advice","0
ECs","0
Sports","9
Schools","1600
SAT",
https://www.admitsee.com/profile-detail/49105,"hannahg68,",Yale,"B.S., Molecular Biology","
Winter Park, Florida",Female,"Hispanic, White Non-Hispanic",Yes,,2021,No,"Yale, Wellesley, BU, Northeastern, Florida, FSU",N/A,N/A,No,,"4.46
GPA",,"5
Essays","16
Scores","4
Advice","13
ECs","0
Sports","6
Schools",,"35
ACT"
https://www.admitsee.com/profile-detail/47839,"jyale18,",Yale,"B.A., Political Science and Government","
Los Angeles, California",Female,Hispanic,Yes,Regular Decision,2018,Yes,"Yale, UC Berkeley, UCLA, Wellesley, Smith, Cal Poly Pomona, Cal Poly, UC Davis, UCSB, Middlebury, CSULB, CSUF, American","Bowdoin, Dickinson, Brown","Harvard, Stanford",No,,"4.21
GPA",,"4
Essays","13
Scores","5
Advice","5
ECs","3
Sports","18
Schools","1450
SAT","30
ACT"
https://www.admitsee.com/profile-detail/45591,"mfa1499,",Yale,"B.A., Public Health","
boynton beach, Florida",Male,White Non-Hispanic,,,2021,Yes,"Yale, Brown, Georgetown, Tulane, Florida, FSU",Emory,"Vanderbilt, Duke",No,,"4.60
GPA",,"7
Essays","17
Scores","4
Advice","5
ECs","0
Sports","9
Schools","1480
SAT","33
ACT"
https://www.admitsee.com/profile-detail/42608,"Duke AB,",Duke,"B.S., Ecology and Evolutionary Biology","
Great Neck, New York",Male,Hispanic,Yes,Regular Decision,2019,,"Duke, Stanford, UPenn, Columbia, U of Minnesota, Rice, Rochester, Brown, Macaulay Honors, Hunter, CUNY City, Brooklyn College, Yale, WashU, Hofstra","Harvard, MIT",BU,No,,"4.50
GPA",,"5
Essays","20
Scores","1
Advice","8
ECs","2
Sports","18
Schools","1590
SAT","33
ACT"
https://www.admitsee.com/profile-detail/41663,"bread333,",Princeton,"B.S., Computer Science","
Arlington, Texas",Female,"Asian, Prefer Not to Share",Yes,Regular Decision,2018,,"Princeton, MIT, Duke, Dartmouth, Columbia, UT Austin, Rice, Brown, Yale, CMU, UPenn",N/A,"Stanford, Harvard",No,,"4.50
GPA",,"4
Essays","18
Scores","5
Advice","6
ECs","1
Sports","13
Schools","1580
SAT","31
ACT"
https://www.admitsee.com/profile-detail/36002,"Seoulbound,",UPenn,"B.A., International Business","
Ashburnham, Massachusetts",Female,Hispanic,Yes,Regular Decision,2019,,"UPenn, Yale, Columbia, Georgetown, Pomona, UChicago, BU, Northeastern, UMass",Princeton,N/A,No,,"4.12
GPA",,"7
Essays","15
Scores","5
Advice","5
ECs","1
Sports","10
Schools","1430
SAT","32
ACT"
https://www.admitsee.com/profile-detail/12221,"aebrennen,",UNC,"B.B.A., Political Science and Government, Business Administration and Management","
Lexington, Kentucky",Male,Black / African American,Yes,Early Action,2018,,"UNC, Yale, UPenn, Davidson, UMich, Emory, Northwestern, Wake Forest, UVA, UKentucky, William & Mary, Miami OH, Vanderbilt",N/A,Harvard,Both Parents,,"3.80
GPA",,"7
Essays","12
Scores","5
Advice","8
ECs","1
Sports","14
Schools","1400
SAT","31
ACT"
https://www.admitsee.com/profile-detail/11839,"yalie18,",Yale,"B.A., Psychology","
Stratford, Connecticut",Female,"Black / African American, White Non-Hispanic",Yes,Regular Decision,2018,,"Yale, Princeton, Amherst, Williams, Northeastern, Fordham, Trinity, ConnCollege, GWU",Harvard,Stanford,No,,"4.06
GPA",,"4
Essays","7
Scores","1
Advice","5
ECs","2
Sports","11
Schools","1410
SAT","31
ACT"
https://www.admitsee.com/profile-detail/10281,"jaysonB,",Stanford,"B.S., Computer Science","
New York, New York",Male,Asian,No,Regular Decision,2015,Yes,"Stanford, Yale, Princeton, Columbia, CalTech, Cornell, UPenn, UC Berkeley, Duke, JHU, Dartmouth, UMich, Illinois, GA Tech, Cooper Union, WPI, Rose-Hulman, Olin, Northwestern, WashU, CMU",N/A,N/A,No,,"4.50
GPA",,"4
Essays","12
Scores","4
Advice","6
ECs","1
Sports","21
Schools","1590
SAT","35
ACT"
https://www.admitsee.com/profile-detail/8992,"PreMedMadison,",Yale,"B.S., Biochemistry and Molecular Biology","
East Windsor, Connecticut",Female,Black / African American,Yes,Early Decision,2017,,"Yale, UConn, Drexel",N/A,N/A,No,,"3.87
GPA",,"3
Essays","11
Scores","5
Advice","9
ECs","1
Sports","3
Schools","1520
SAT",
https://www.admitsee.com/profile-detail/8402,"linter,",UPenn,"B.S., Marketing, Finance, , Social Psychology","
Houston, Texas",Male,Asian,No,Regular Decision,2017,,"UPenn, NYU, UT Austin, Yale, UChicago, Emory, UVA, SMU, UMich",Columbia,N/A,Other Relative,,"4.40
GPA",,"2
Essays","15
Scores","6
Advice","4
ECs","0
Sports","10
Schools","1530
SAT","31
ACT"
https://www.admitsee.com/profile-detail/54827,"whartonschool1,",UPenn,"B.S., Economics","
Philadelphia, Pennsylvania",Male,White Non-Hispanic,Yes,Early Decision,2019,No,"UPenn, Temple, Drexel, Cincinnati, Northeastern, Penn State","UMich, UVA, UC Berkeley",N/A,No,,"4.10
GPA",,"10
Essays","11
Scores","5
Advice","6
ECs","3
Sports","9
Schools","1540
SAT","34
ACT"
https://www.admitsee.com/profile-detail/49454,"MIT49454,",MIT,"B.S., Mechanical Engineering","
Julian, Pennsylvania",Male,White Non-Hispanic,Yes,Early Action,2018,,"MIT, Penn State",N/A,N/A,Both Parents,,"4.32
GPA",,"7
Essays","7
Scores","5
Advice","2
ECs","2
Sports","2
Schools","1450
SAT",
https://www.admitsee.com/profile-detail/33585,"Bhenrique,",UC Berkeley,"B.A., Physics","
Dighton, Massachusetts",Male,White Non-Hispanic,Yes,Regular Decision,2019,No,"UC Berkeley, Penn State, Colorado, UCLA, NYU","Vanderbilt, Northwestern, UChicago, JHU","Brown, Columbia, Rice, Duke, Harvard",No,,"4.40
GPA",,"5
Essays","15
Scores","6
Advice","9
ECs","0
Sports","14
Schools","1450
SAT","32
ACT"
https://www.admitsee.com/profile-detail/215899,"sumiko05,",Princeton,B.A.,"
Salem, Massachusetts",Female,Asian,Yes,Early Action,2020,,"Princeton, UMass, Penn State, Georgetown, Tufts",Columbia,N/A,Both Parents,,"3.64
GPA",,"6
Essays","8
Scores","6
Advice","1
ECs","1
Sports","6
Schools","1530
SAT","36
ACT"
https://www.admitsee.com/profile-detail/55914,"fernilion,",USC,"B.A., Architecture","
Mason, Ohio",Male,Hispanic,No,Regular Decision,2020,No,"USC, WashU, Northeastern, Illinois Tech, Penn State, Ohio State",N/A,N/A,No,,"4.50
GPA",,"3
Essays","6
Scores","5
Advice","3
ECs","1
Sports","6
Schools",,"33
ACT"
https://www.admitsee.com/profile-detail/55133,"gchenfc,",Duke,"B.S., Mechanical Engineering","
Pittsburgh, Pennsylvania",Male,Asian,Yes,Regular Decision,2019,,"Duke, Penn State, Pitt",N/A,"Brown, CalTech, Columbia, Cornell, Dartmouth, Harvard, MIT, Northwestern, Princeton, Stanford, UChicago, UPenn, WashU, Yale",No,,"4.50
GPA",,"4
Essays","26
Scores","5
Advice","0
ECs","2
Sports","17
Schools","1570
SAT",
https://www.admitsee.com/profile-detail/50124,"Miami OH50124,",Miami OH,"B.A., Psychology, Social Psychology, , Research and Experimental Psychology, , Professional, Technical, Business, and Scientific Writing, , English","
McLean, Virginia",Male,Hispanic,Yes,Regular Decision,2015,,"Miami OH, Penn State, Ithaca, Fordham, Hofstra, Pitt, BU, UConn, UMass","Syracuse, Northeastern",N/A,No,,"3.50
GPA",,"4
Essays","8
Scores","10
Advice","2
ECs","2
Sports","11
Schools","1350
SAT",
https://www.admitsee.com/profile-detail/36140,"Dannnnnnnnn,",UPenn,"B.A., Biochemistry and Molecular Biology","
Downingtown",Male,Asian,Yes,Early Decision,2019,,"UPenn, Penn State, Pitt",UChicago,N/A,No,,"4.49
GPA",,"4
Essays","5
Scores","5
Advice","4
ECs","1
Sports","4
Schools","1540
SAT","34
ACT"
https://www.admitsee.com/profile-detail/219298,"yuzhushi,",UMD,"B.S., Biochemistry and Molecular Biology","
Towson, Maryland",Female,Asian,No,Early Decision,2020,,"UMD, JHU, Duke, Case, Swarthmore, Penn State",N/A,"Brown, Cornell, UChicago",No,,"3.95
GPA",,"7
Essays","12
Scores","5
Advice","5
ECs","1
Sports","9
Schools","1560
SAT",
https://www.admitsee.com/profile-detail/207932,"biggreen2020,",Dartmouth,"B.A., Economics","
Baltimore, Maryland",Male,Asian,No,Regular Decision,2020,No,"Dartmouth, UMich, W&L U, Penn State, UMBC","Vanderbilt, JHU, Cornell, WashU","UPenn, Columbia, Harvard, UChicago",No,,"3.97
GPA",,"4
Essays","10
Scores","5
Advice","4
ECs","1
Sports","13
Schools","1590
SAT",
https://www.admitsee.com/profile-detail/196000,"Ali Mattaway,",BU,"B.S., Advertising","
Jenkintown, Pennsylvania",Female,White Non-Hispanic,Yes,Regular Decision,2015,,"BU, Pace, Penn State, FSU, UVM, Ithaca, Purchase, JMU",GWU,"Cornell, NYU, UNC, Florida",No,,"3.67
GPA",,"3
Essays","1
Scores","11
Advice","0
ECs","0
Sports","13
Schools","1270
SAT",
https://www.admitsee.com/profile-detail/184019,"happy6523,",UMich,"B.S., Pharmaceutical Sciences","
Hong Kong, Hong Kong",Female,Asian,,Transfer,2019,No,"UMich, Penn State, UC Davis, USC, UT Arlington , UT Austin, UCSD",N/A,"UCLA, Northwestern, Duke, Columbia, Wellesley, UC Irvine, Brown, UPenn, Cornell, Rice",No,,"3.75
GPA",,"5
Essays","4
Scores","7
Advice","5
ECs","0
Sports","17
Schools","1120
SAT","25
ACT"
https://www.admitsee.com/profile-detail/177929,"mikemckeon,",UMD,"B.S., Astronomy and Astrophysics, Physics","
Bronxville, New York",Male,White Non-Hispanic,Yes,"Regular Decision, Early Action",2019,,"UMD, Columbia, Dartmouth, Cornell, Colgate, Wesleyan, Arizona, Penn State, SUNY New Paltz, BU, Northeastern, UMass, F&M, Alfred, MSU",N/A,Harvard,Both Parents + 1 more,,"4.35
GPA",,"7
Essays","18
Scores","9
Advice","7
ECs","1
Sports","16
Schools","1540
SAT","30
ACT"
https://www.admitsee.com/profile-detail/68202,"awhimsicalreve,",Mercyhurst U,"B.S., Biochemistry and Molecular Biology, Forensic Science","
Erie, Pennsylvania",Female,White Non-Hispanic,Yes,Regular Decision,2018,,"Mercyhurst U, Penn State, New Haven, Duquesne, UVM",N/A,N/A,Parent,,"4.50
GPA",,"4
Essays","8
Scores","5
Advice","2
ECs","1
Sports","5
Schools","1370
SAT",
https://www.admitsee.com/profile-detail/66099,"Annabae22,",Penn State,"B.A., International Relations, International Business, , Mathematics","
Kennett Square, Pennsylvania",Female,"Asian, White Non-Hispanic",Yes,Regular Decision,2019,,"Penn State, William & Mary, St. Rose",N/A,"Georgetown, UPenn, Brown, Cornell",Parent,,"4.30
GPA",,"3
Essays","21
Scores","5
Advice","12
ECs","1
Sports","7
Schools","1500
SAT",
https://www.admitsee.com/profile-detail/63444,"basur,",Northwestern,"B.S., Bioengineering and Biomedical Engineering","
Fairlawn, Ohio",Male,Asian,Yes,Regular Decision,2019,,"Northwestern, USC, UNC, Penn State, BU, Ohio State, Case",N/A,"Duke, Stanford, Harvard",No,,"4.36
GPA",,"4
Essays","7
Scores","5
Advice","2
ECs","3
Sports","10
Schools","1510
SAT","34
ACT"
https://www.admitsee.com/profile-detail/57042,"jessiemoore14,",Emory,"B.S., Environmental and Marine Sciences","
San Juan, Puerto Rico",Female,Hispanic,Yes,Early Action,2019,,"Emory, RIT, RPI, Siena, Penn State, Bryn Mawr, MSMC , Drexel, WPI, Florida Tech","GA Tech, Lafayette","Illinois, CMU",Both Parents,,"3.72
GPA",,"6
Essays","9
Scores","5
Advice","3
ECs","2
Sports","14
Schools","1090
SAT","27
ACT"
https://www.admitsee.com/profile-detail/56611,"laviniadoan,",Alabama,"B.S., Chemical Engineering","
Chesapeake Beach, Maryland",Female,Asian,Yes,Regular Decision,2017,,"Alabama, UVA, GA Tech, Clemson, VA Tech, BU, Northeastern, UMD, Penn State, Drexel, Auburn, NC State, Pitt, Illinois",N/A,"Princeton, Vanderbilt",No,,"4.31
GPA",,"3
Essays","16
Scores","5
Advice","2
ECs","3
Sports","16
Schools","1420
SAT",
https://www.admitsee.com/profile-detail/44884,"kevinwerthers,",Dartmouth,"B.S., Engineering Science, Materials Science, , Economics","
Seoul, Pennsylvania",Male,Asian,No,Regular Decision,2019,Yes,"Dartmouth, Penn State, UNC, UVA, Colorado, VA Tech, San Diego, BC, Drexel",N/A,"WashU, UChicago, JHU, Harvard, CMU, Princeton",No,,"4.23
GPA",,"2
Essays","13
Scores","5
Advice","10
ECs","2
Sports","15
Schools","1550
SAT","32
ACT"
https://www.admitsee.com/profile-detail/37167,"ageiser,",UPenn,"B.A., Undecided","
Philadelphia, Pennsylvania",Female,White Non-Hispanic,Yes,Regular Decision,2019,No,"UPenn, Case, Fordham, BC, UNC, Penn State",Georgetown,"Harvard, Yale, Tufts",No,,"4.15
GPA",,"2
Essays","13
Scores","4
Advice","4
ECs","0
Sports","10
Schools","1590
SAT",
https://www.admitsee.com/profile-detail/476534,"Tanyaagarwal,",USC,"B.F.A., Film and Video Studies","
Mumbai, India",Female,Asian,,,2024,No,"USC, U of Minnesota, Penn State, MSU",Wisconsin,"UMich, NYU, UCSD, UCLA",No,,"3.30
GPA",,"8
Essays","7
Scores","6
Advice","0
ECs","0
Sports","9
Schools","1320
SAT",
https://www.admitsee.com/profile-detail/385058,"cadorsey,",Syracuse,"B.S., Public Relations","
Dallas, Texas",Female,Black / African American,,,2020,No,"Syracuse, UT Austin, Penn State, Fordham, Missouri",N/A,N/A,No,,"3.80
GPA",,"2
Essays","10
Scores","4
Advice","3
ECs","0
Sports","5
Schools","1320
SAT","30
ACT"
https://www.admitsee.com/profile-detail/334335,"jazzylon,",UCSB,"B.A., Language Studies and Linguistics","
nope, California",Female,Asian,,,2021,No,"UCSB, Cal Poly, CSUF, Illinois, Pitt, Penn State, Purdue, SDSU, San Diego, UCSC, UC Riverside",N/A,N/A,No,,"3.82
GPA",,"2
Essays","4
Scores","5
Advice","2
ECs","3
Sports","11
Schools",,"32
ACT"
https://www.admitsee.com/profile-detail/230459,"pattwm16,",Brown,"B.S., Biochemistry and Molecular Biology","
Newtown Square, Pennsylvania",Male,White Non-Hispanic,Yes,Early Decision,2020,Yes,"Brown, Penn State, NEC","UVA, WashU, Tufts, Duke, Cornell, BC",N/A,No,,"4.10
GPA",,"6
Essays","12
Scores","0
Advice","8
ECs","2
Sports","9
Schools","1550
SAT","34
ACT"
https://www.admitsee.com/profile-detail/138543,"Brittanybea,",UC Berkeley,"B.S., Astronomy and Astrophysics, Computer Science","
Vancouver, Washington",Female,White Non-Hispanic,Yes,Regular Decision,2019,,"UC Berkeley, UC Irvine, UCSD, Washington, Penn State, Case",N/A,N/A,Both Parents,,"4.00
GPA",,"3
Essays","21
Scores","10
Advice","5
ECs","0
Sports","6
Schools","222
SAT",
https://www.admitsee.com/profile-detail/129326,"cmc9fs,",UVA,"B.S., Physical Therapy","
Alexandria, Virginia",Female,White Non-Hispanic,Yes,Early Action,2019,No,"UVA, JMU, Penn State, USC",N/A,N/A,No,,"4.30
GPA",,"4
Essays","15
Scores","2
Advice","4
ECs","1
Sports","4
Schools","1320
SAT","30
ACT"
https://www.admitsee.com/profile-detail/87417,"pampamakinyemi,",GA Tech,"B.S., Chemical Engineering","
Atlanta, Georgia",Female,Black / African American,Yes,Regular Decision,2020,,"GA Tech, Penn State, LSU, Pitt",N/A,"Vanderbilt, CMU, USC, UT Austin",No,,"4.15
GPA",,"3
Essays","12
Scores","4
Advice","3
ECs","1
Sports","8
Schools","1350
SAT",
https://www.admitsee.com/profile-detail/76692,"MSU76692,",MSU,"B.S., Pre-Medicine Studies","
Ann Arbor, Michigan",Male,White Non-Hispanic,Yes,Regular Decision,2018,,"MSU, Pitt, Penn State, Denver U",N/A,UMich,Other Relative,,"3.67
GPA",,"3
Essays","2
Scores","5
Advice","2
ECs","2
Sports","5
Schools",,"26
ACT"
https://www.admitsee.com/profile-detail/53777,"simisrikanthan,",VA Tech,"B.S., Chemical Engineering","
Herndon, Virginia",Female,Asian,Yes,Regular Decision,2018,,"VA Tech, George Mason, Penn State, IUPUI",Wisconsin,"William & Mary, Cornell, Columbia",No,,"3.91
GPA",,"3
Essays","18
Scores","5
Advice","8
ECs","0
Sports","8
Schools","1530
SAT",
https://www.admitsee.com/profile-detail/38532,"ndboy500,",Notre Dame,"B.S., Computer Engineering","
Gettysburg, Pennsylvania",Male,White Non-Hispanic,Yes,Early Action,2019,No,"Notre Dame, CMU, Penn State, Pitt, RPI, Rose-Hulman",N/A,"Cornell, MIT, UC Berkeley",No,,"4.50
GPA",,"4
Essays","11
Scores","2
Advice","5
ECs","2
Sports","9
Schools","1480
SAT",
https://www.admitsee.com/profile-detail/36064,"triton11,",UPenn,"B.S., Computer Science","
Fairview ",Male,White Non-Hispanic,Yes,Regular Decision,2019,,"UPenn, Cornell, Vanderbilt, Penn State","UChicago, Columbia, Rice, Dartmouth","Yale, Harvard, Stanford",Both Parents,,"4.50
GPA",,"2
Essays","14
Scores","2
Advice","7
ECs","2
Sports","11
Schools","1560
SAT","34
ACT"
https://www.admitsee.com/profile-detail/28977,"gst156,",GWU,"B.S., Economics, Psychology","
South Brunswick , New Jersey",Male,White Non-Hispanic,Yes,Regular Decision,2018,,"GWU, Rutgers, NYU, BU, College of NJ, New Jersey IT, Penn State",N/A,Cornell,Both Parents + 2 more,,"3.99
GPA",,"1
Essays","7
Scores","5
Advice","3
ECs","1
Sports","8
Schools","1510
SAT",
https://www.admitsee.com/profile-detail/490816,"nchrpmn,",Vanderbilt,"B.A., Economics","
Bergen County, New Jersey",Male,"Hispanic, Native Hawaiian / Pacific Islander, White Non-Hispanic",,,2022,No,"Vanderbilt, Northeastern, Cornell, BC, Villanova, American, Penn State",N/A,N/A,No,,"4.22
GPA",,"1
Essays","8
Scores","4
Advice","10
ECs","2
Sports","7
Schools",,"34
ACT"
https://www.admitsee.com/profile-detail/220874,"rams97,",Fordham,B.S.,"
Pittsburgh, Pennsylvania",Female,"Asian, White Non-Hispanic",Yes,Early Action,2020,,"Fordham, Pitt, Penn State, U Dayton, American",N/A,"Villanova, BU, Richmond, Georgetown, Northwestern",No,,"4.50
GPA",,"9
Essays","10
Scores","2
Advice","7
ECs","2
Sports","10
Schools","1400
SAT","26
ACT"
https://www.admitsee.com/profile-detail/168380,"Kleder14,",NYU,"B.S., French Language and Literature","
New Hope, Pennsylvania",Female,White Non-Hispanic,Yes,Regular Decision,2019,,"NYU, Northeastern, Pitt, Penn State, BU, UVM, Syracuse","GWU, American",N/A,Other Relative,,"4.17
GPA",,"2
Essays","6
Scores","5
Advice","2
ECs","2
Sports","9
Schools","1400
SAT","30
ACT"
https://www.admitsee.com/profile-detail/156411,"Zach C,",Northwestern,"B.S., Bioengineering and Biomedical Engineering","
Pittsburgh, Pennsylvania",Male,White Non-Hispanic,Yes,,2020,No,"Northwestern, Penn State, Tulane",N/A,N/A,No,,"3.88
GPA",,"2
Essays","9
Scores","5
Advice","3
ECs","1
Sports","3
Schools",,"36
ACT"
https://www.admitsee.com/profile-detail/137088,"JRossell,",Ohio State,"B.A., Sociology","
Livingston, New Jersey",Female,Hispanic,Yes,Early Action,2017,,"Ohio State, Penn State, UMD, Binghamton, Indiana, UDel, UMass, TU",N/A,UMich,No,,"3.67
GPA",,"6
Essays","9
Scores","4
Advice","1
ECs","2
Sports","9
Schools","1320
SAT","31
ACT"
https://www.admitsee.com/profile-detail/49140,"zachlevy,",UPenn,"B.S., Finance, Statistics","
Philadelphia, Pennsylvania",Male,White Non-Hispanic,Yes,Early Decision,2018,,"UPenn, Penn State","Duke, Lehigh, Princeton, UVA, UMich, Georgetown",N/A,Parent,,"4.50
GPA",,"2
Essays","6
Scores","0
Advice","2
ECs","1
Sports","8
Schools","1460
SAT","35
ACT"
https://www.admitsee.com/profile-detail/46102,"kalmonte19,",Amherst,"B.A., Biology and Biological Sciences, English","
Corona, New York",Female,Hispanic,No,Regular Decision,2019,,"Amherst, Albright, Barnard, BU, Hofstra, NYU, Northwestern, Penn State, Vassar, Colgate",N/A,"Columbia, Cornell, Dartmouth, MIT, Princeton, Stanford, UPenn, Vanderbilt, Yale",No,,"4.00
GPA",,"3
Essays","8
Scores","1
Advice","7
ECs","0
Sports","19
Schools","1400
SAT","28
ACT"
https://www.admitsee.com/profile-detail/42186,"amytoscano,",WPI,"B.S., Chemical Engineering","
Albany, New York",Female,White Non-Hispanic,Yes,Early Action,2018,,"WPI, RIT, Stony Brook, SUNY Buffalo, Penn State, Northeastern, Syracuse, Drexel, UMass",N/A,"RPI, CMU, Lehigh, Lafayette",No,,"3.80
GPA",,"4
Essays","11
Scores","5
Advice","4
ECs","1
Sports","13
Schools","1330
SAT","28
ACT"
https://www.admitsee.com/profile-detail/37189,"ysheng9,",Princeton,"B.S., Bioengineering and Biomedical Engineering, Biological Engineering, , Molecular Biology, , Neuroscience and Neurobiology, , Biotechnology, , Biomedical Sciences and Molecular Medicine, , Biology and Biological Sciences, , Biology","
Pennington, New Jersey",Male,Asian,Yes,Early Action,2019,,"Princeton, UCSD, UC Berkeley, UCLA, Penn State, USC, Pitt, UPenn",N/A,"MIT, Harvard, Yale, Stanford",Sibling,,"4.50
GPA",,"3
Essays","15
Scores","9
Advice","6
ECs","1
Sports","12
Schools","1600
SAT",
https://www.admitsee.com/profile-detail/30608,"Amanda-Lynn Qu,",Haverford,"B.S., Mechanical Engineering and Technology","
Sayreville, New Jersey",Female,Hispanic,Yes,Early Decision,2019,,"Haverford, Penn State, Rutgers",N/A,N/A,No,,"3.90
GPA",,"3
Essays","6
Scores","5
Advice","6
ECs","1
Sports","3
Schools","1320
SAT","28
ACT"
https://www.admitsee.com/profile-detail/29255,"sherynn.li,",UC Irvine,"B.A., Economics","
, California, China",Female,Asian,No,"Regular Decision, Accepted From Waitlist",2015,,"UC Irvine, Penn State, UC Riverside",N/A,"UNC, UC Berkeley, UT Austin",Parent + 1 more,,"3.00
GPA",,"3
Essays","8
Scores","6
Advice","1
ECs","1
Sports","6
Schools","1370
SAT",
